Date,priceUSD,size,sentbyaddress,transactions,mining_profitability,sentinusd,transactionfees,median_transaction_fee,confirmationtime,marketcap,transactionvalue,mediantransactionvalue,tweets,google_trends,fee_to_reward,activeaddresses,top100cap,Year,Month
2015-09-17,230.686,705185.0,212283,259135.0,2.135,249123391.0,0.0241,0.00997,10.0,3354836745,1166.0,0.0917,30190.75,7.375,0.748,265938,20.503,2015,9
2015-12-09,417.576,687641.0,342698,220155.0,2.542,1514603698.0,0.0708,0.0418,8.571,6231066237,7508.0,251.091,30190.75,23.19,0.881,425026,20.031,2015,12
2015-12-14,441.485,629881.0,335444,231282.0,3.236,2008904200.0,0.0774,0.0441,7.385,6597185574,9486.0,219.558,30190.75,9.508,0.825,477652,19.899,2015,12
2015-12-15,456.742,621309.0,340228,223815.0,2.812,1865807809.0,0.0816,0.0457,7.869,6827410103,9122.0,209.696,30190.75,10.435,0.867,424449,19.969,2015,12
2015-12-16,456.521,676230.0,327220,220257.0,2.702,1918673569.0,0.0775,0.0457,8.834,6826183331,9318.0,213.286,30190.75,10.435,0.91,413586,19.928,2015,12
2015-12-17,455.108,676525.0,315139,216142.0,2.887,1812196236.0,0.0793,0.0455,9.29,6806917645,8825.0,232.901,30190.75,9.972,0.963,417820,19.804,2015,12
2015-12-18,459.385,611776.0,312764,213678.0,2.976,1774288441.0,0.0812,0.0459,8.521,6872665745,8838.0,245.411,30190.75,8.812,0.887,409529,19.812,2015,12
2015-12-19,462.587,653173.0,349534,213719.0,2.493,1661560806.0,0.0763,0.0463,9.172,6922542459,8497.0,151.534,30190.75,9.044,0.89,450435,19.697,2015,12
2015-12-21,437.468,766445.0,336590,229295.0,2.205,2183923150.0,0.0784,0.0437,9.664,6550147207,10197.0,249.933,30190.75,9.044,1.092,446717,19.55,2015,12
2015-12-22,439.047,749711.0,329137,222567.0,2.508,2022969093.0,0.0772,0.0439,9.6,6575428221,9453.0,244.393,30190.75,8.812,1.033,419228,19.531,2015,12
2015-12-23,440.857,686848.0,306698,220918.0,2.333,1896949174.0,0.0794,0.0441,9.172,6604191700,8950.0,258.198,30190.75,9.044,1.005,415266,19.514,2015,12
2016-01-18,383.0,665426.0,325175,213732.0,1.69,3573385257.0,0.0707,0.0383,8.324,5776110396,16948.0,91.385,30190.75,10.516,0.905,414949,19.459,2016,1
2016-01-21,414.174,840116.0,348163,222606.0,1.886,2100121859.0,0.0937,0.0414,10.511,6251002795,9877.0,122.14,30190.75,9.733,1.45,435891,19.499,2016,1
2016-01-22,393.566,661773.0,333197,213507.0,1.956,2973756111.0,0.0833,0.0394,8.182,5941306393,14218.0,122.007,30190.75,9.361,1.017,426162,19.465,2016,1
2016-01-25,396.252,719273.0,349905,221988.0,1.61,6821829144.0,0.0821,0.0396,8.889,5987073722,30994.0,111.21,30190.75,8.897,1.123,443098,19.299,2016,1
2016-01-26,393.133,742693.0,368829,230363.0,1.689,4021737819.0,0.0802,0.0393,9.0,5941533615,17732.0,157.879,30190.75,8.565,1.163,466663,19.309,2016,1
2016-01-27,394.257,743934.0,360186,229522.0,1.666,5418821406.0,0.0844,0.0394,9.29,5960108908,23863.0,153.774,30190.75,8.449,1.253,432690,19.35,2016,1
2016-01-28,383.843,796986.0,359891,224879.0,1.572,2283760618.0,0.081,0.0384,9.863,5804152379,10386.0,110.332,30190.75,8.089,1.284,464730,19.333,2016,1
2016-01-29,375.988,686915.0,351506,224225.0,1.64,2645564853.0,0.0788,0.0376,8.521,5686750560,12025.0,120.316,30190.75,7.665,1.101,453312,19.346,2016,1
2016-02-01,373.237,776887.0,341667,222237.0,1.436,1910602667.0,0.094,0.0373,8.944,5650168188,8984.0,155.405,30190.75,8.19,1.373,540454,19.375,2016,2
2016-02-02,374.287,803808.0,394134,241542.0,1.729,1365424773.0,0.0909,0.0374,8.0,5667559811,5910.0,114.539,30190.75,7.934,1.287,600278,19.376,2016,2
2016-02-05,387.86,646711.0,340590,225300.0,1.757,1283338133.0,0.0741,0.0388,7.66,5878189534,5996.0,138.438,30190.75,7.294,0.908,429973,19.539,2016,2
2016-02-06,377.282,603067.0,326435,223956.0,1.707,1091968720.0,0.0677,0.0377,7.2,5719660327,5357.0,148.611,30190.75,7.678,0.798,429750,19.509,2016,2
2016-02-08,376.95,818973.0,327394,224607.0,1.166,922363652.0,0.0707,0.0377,9.73,5718164014,4406.0,181.746,30190.75,7.678,1.127,410619,19.501,2016,2
2016-02-09,374.584,696074.0,351661,231064.0,1.435,766267258.0,0.0677,0.0375,8.182,5683662489,3610.0,205.305,30190.75,8.062,0.941,466938,19.576,2016,2
2016-02-10,379.689,738351.0,346865,235363.0,1.246,925360422.0,0.0728,0.038,8.78,5762785803,4277.0,206.339,30190.75,8.702,1.089,422015,19.491,2016,2
2016-02-11,380.995,639215.0,331552,220742.0,1.462,935612175.0,0.0764,0.0381,7.5,5784179299,4579.0,149.286,30190.75,8.702,0.914,420891,19.529,2016,2
2016-02-15,404.62,762485.0,339897,220197.0,1.373,1466430409.0,0.0774,0.0405,9.474,6149775364,7245.0,196.379,30190.75,8.83,1.097,443684,19.551,2016,2
2016-02-16,404.798,760353.0,319157,215802.0,1.303,1510244247.0,0.0792,0.0405,10.435,6154011412,7464.0,200.731,30190.75,9.214,1.209,405987,19.536,2016,2
2016-02-17,414.783,773878.0,363404,227080.0,1.606,1562509539.0,0.0801,0.0415,9.29,6307245596,7272.0,176.735,30190.75,9.214,1.12,480013,19.495,2016,2
2016-02-18,420.743,650812.0,336132,212810.0,1.499,1544984290.0,0.0857,0.0421,8.521,6399505502,7608.0,176.76,30190.75,10.877,1.016,419151,19.533,2016,2
2016-02-19,420.701,767033.0,338029,217291.0,1.296,1930946166.0,0.0889,0.0421,9.931,6400644644,9406.0,186.092,30190.75,9.854,1.252,436520,19.508,2016,2
2016-02-20,430.082,737687.0,336835,215578.0,1.365,1704135948.0,0.0825,0.043,9.6,6544931380,8369.0,202.225,30190.75,9.214,1.091,445276,19.539,2016,2
2016-02-22,437.065,898157.0,373503,237569.0,1.354,1857114236.0,0.0843,0.0437,11.339,6654227687,8202.0,204.59,30190.75,9.214,1.423,439234,19.546,2016,2
2016-02-23,427.514,883107.0,376797,244612.0,1.33,1585143798.0,0.0845,0.0428,10.588,6510180411,6971.0,181.651,30190.75,8.446,1.403,461062,19.553,2016,2
2016-02-24,421.19,918082.0,332184,224809.0,1.215,1458057655.0,0.0862,0.0421,12.203,6415299573,6950.0,168.434,30190.75,9.086,1.536,410824,19.52,2016,2
2016-02-25,423.3,798942.0,345734,216135.0,1.503,1245035812.0,0.0899,0.0423,9.29,6448697649,6056.0,165.218,30190.75,8.574,1.171,475481,19.535,2016,2
2016-02-28,429.127,776484.0,332064,233302.0,1.211,3543495229.0,0.0818,0.0429,10.746,6542206952,15603.0,256.579,30190.75,7.55,1.311,431474,19.54,2016,2
2016-02-29,436.765,913216.0,391910,265187.0,1.316,4224600109.0,0.091,0.0437,10.827,6660111794,16341.0,329.906,30190.75,8.318,1.636,491300,19.472,2016,2
2016-03-01,434.676,904953.0,403197,276953.0,1.455,4642360608.0,0.0943,0.0435,10.213,6629706127,17265.0,284.384,30190.75,9.726,1.676,477531,19.106,2016,3
2016-03-02,431.575,900198.0,399762,270049.0,1.421,2347458168.0,0.147,0.0432,9.172,6583928785,9129.0,284.898,30190.75,8.702,2.295,498562,19.386,2016,3
2016-03-03,421.323,920750.0,337358,221517.0,1.266,1389892162.0,0.107,0.0421,10.667,6429183134,6705.0,207.207,30190.75,8.958,1.636,484425,19.441,2016,3
2016-03-05,403.989,779954.0,326374,234842.0,1.234,7765986925.0,0.107,0.0537,9.6,6167597659,33565.0,419.867,30190.75,8.574,1.629,469348,19.91,2016,3
2016-04-05,420.973,741596.0,295830,216021.0,1.261,700577042.0,0.0934,0.0421,9.29,6475195813,4392.0,121.912,30190.75,7.966,1.223,411003,19.466,2016,4
2016-04-06,421.292,706354.0,303425,219133.0,1.319,729003161.0,0.112,0.0421,9.172,6481739247,4602.0,129.969,30190.75,8.102,1.468,418091,19.456,2016,4
2016-04-07,420.006,758160.0,292183,218324.0,1.218,825753776.0,0.0861,0.042,10.36,6463604511,5308.0,126.065,30190.75,8.102,1.272,387867,19.43,2016,4
2016-04-08,420.314,717973.0,285957,214047.0,1.285,735260833.0,0.0855,0.042,10.0,6469804979,5350.0,132.915,30190.75,7.838,1.196,374081,19.397,2016,4
2016-04-11,420.07,770888.0,295286,229887.0,1.245,659367895.0,0.0916,0.042,9.412,6471073449,4691.0,128.625,30190.75,8.63,1.294,423078,19.386,2016,4
2016-04-12,423.767,835597.0,318024,240058.0,1.26,919964293.0,0.0896,0.0424,9.73,6529643226,6212.0,129.996,30190.75,8.11,1.354,467842,19.356,2016,4
2016-04-13,423.615,707182.0,306203,223342.0,1.326,952267040.0,0.0868,0.0424,8.78,6528865616,6097.0,136.326,30190.75,7.71,1.104,432307,19.401,2016,4
2016-04-14,423.23,714189.0,305310,227764.0,1.274,805869657.0,0.0834,0.0423,8.78,6524674584,5502.0,131.661,30190.75,7.846,1.083,421428,19.318,2016,4
2016-04-18,427.315,837546.0,298954,220261.0,1.141,840392929.0,0.0918,0.0427,10.746,6594053523,7681.0,128.269,30190.75,7.454,1.394,426792,19.08,2016,4
2016-04-19,428.717,749784.0,308771,226361.0,1.258,915868397.0,0.0824,0.0429,9.6,6617118749,7012.0,133.018,30190.75,7.902,1.147,416218,19.108,2016,4
2016-04-20,436.562,696843.0,298051,216615.0,1.367,964275768.0,0.0871,0.0437,8.727,6739842686,8209.0,134.059,30190.75,8.174,1.038,411908,19.119,2016,4
2016-04-21,443.215,731708.0,302938,212644.0,1.17,1130862864.0,0.0893,0.0443,9.536,6844381753,10483.0,133.213,30190.75,8.838,1.122,415543,19.069,2016,4
2016-04-25,457.376,874402.0,304689,217437.0,1.291,1041375335.0,0.0911,0.0457,11.339,7069582671,5714.0,127.01,30190.75,9.493,1.346,444197,18.865,2016,4
2016-04-26,463.109,813097.0,338124,250593.0,1.513,1159092093.0,0.624,0.0463,9.536,7159667369,5112.0,126.838,30190.75,9.757,8.217,446772,18.874,2016,4
2016-04-27,458.712,875260.0,311692,239306.0,1.179,1018777076.0,0.0884,0.0459,11.163,7093422562,4757.0,119.287,30190.75,8.646,1.41,424650,18.847,2016,4
2016-04-28,444.29,897397.0,297571,247822.0,1.297,1042424815.0,0.089,0.0444,10.667,6871834139,4840.0,111.561,30190.75,10.173,1.45,418528,18.788,2016,4
2016-04-29,449.257,812765.0,322420,261726.0,1.389,942003650.0,0.0857,0.0449,9.114,6950178394,4323.0,100.948,30190.75,9.046,1.249,464315,18.773,2016,4
2016-04-30,451.828,757466.0,284748,215566.0,1.241,782214893.0,0.0857,0.0452,9.863,6991735540,3974.0,94.884,30190.75,8.11,1.108,382726,18.778,2016,4
2016-05-02,446.236,751003.0,286365,223628.0,1.3,964214470.0,0.0901,0.0446,9.172,6908561835,4882.0,126.299,30190.75,27.192,1.138,423025,18.664,2016,5
2016-05-03,446.352,778147.0,288409,235458.0,1.228,908510479.0,0.0851,0.0446,9.536,6912105048,4303.0,133.861,30190.75,16.315,1.175,421903,18.662,2016,5
2016-05-04,446.988,706967.0,288032,233524.0,1.319,904027881.0,0.0903,0.0447,8.623,6923640850,4400.0,140.974,30190.75,11.421,1.118,412465,19.206,2016,5
2016-05-05,446.657,704442.0,285108,229418.0,1.252,880230655.0,0.0862,0.0447,9.29,6920378736,4219.0,129.022,30190.75,12.78,1.13,396794,19.061,2016,5
2016-05-06,451.464,685806.0,287516,233070.0,1.302,919355237.0,0.0862,0.0451,8.889,6996604354,4488.0,126.861,30190.75,11.149,1.088,392060,18.887,2016,5
2016-05-09,458.102,638160.0,298442,226278.0,1.268,800566319.0,0.0819,0.0458,8.421,7104983971,4223.0,130.831,30190.75,10.061,0.938,416018,18.702,2016,5
2016-05-10,454.748,726826.0,304755,245563.0,1.266,896691674.0,0.0891,0.0455,9.114,7054897110,4089.0,137.421,30190.75,10.605,1.204,425757,18.654,2016,5
2016-05-11,452.584,812933.0,293713,234279.0,1.094,1036210701.0,0.0886,0.0453,10.827,7023112006,4843.0,139.332,30190.75,8.973,1.362,409881,18.561,2016,5
2016-05-12,451.025,779911.0,286380,228270.0,1.213,946838203.0,0.0924,0.0451,10.36,7000424286,4529.0,148.858,30190.75,9.245,1.328,413347,18.569,2016,5
2016-05-13,454.247,762611.0,290669,231994.0,1.218,1038481806.0,0.0932,0.0454,9.474,7052007375,5040.0,153.7,30190.75,9.245,1.237,393696,18.558,2016,5
2016-05-16,455.809,906681.0,306878,239668.0,1.236,1079445374.0,0.115,0.0456,10.213,7081222511,5107.0,167.541,30190.75,8.702,1.689,447210,18.523,2016,5
2016-05-17,453.459,867850.0,297578,238485.0,1.133,1048162645.0,0.111,0.0493,10.213,7046302964,5134.0,155.718,30190.75,8.702,1.632,435799,18.455,2016,5
2016-05-18,453.949,873649.0,303354,234930.0,1.29,909649446.0,0.113,0.0493,9.412,7055529799,4341.0,135.844,30190.75,8.973,1.501,459724,18.462,2016,5
2016-05-19,449.494,955400.0,286434,219025.0,1.079,952749618.0,0.113,0.0519,12.0,6987995887,5228.0,140.816,30190.75,9.245,1.801,400946,18.398,2016,5
2016-05-23,441.669,646188.0,300753,222574.0,1.113,717658537.0,0.109,0.0462,8.0,6872915875,4230.0,130.167,30190.75,8.702,1.203,437689,18.527,2016,5
2016-05-24,445.089,849884.0,312870,246370.0,1.109,833836164.0,0.108,0.047,9.796,6928125675,4536.0,118.229,30190.75,8.702,1.595,462383,18.577,2016,5
2016-05-25,448.097,870456.0,312886,247703.0,1.155,1245321409.0,0.108,0.0518,10.435,6976604850,6038.0,118.198,30190.75,8.973,1.707,450438,18.747,2016,5
2016-05-26,450.845,820396.0,291764,219956.0,1.125,1368033643.0,0.114,0.0521,10.667,7020943606,7431.0,139.342,30190.75,8.43,1.623,413798,18.826,2016,5
2016-05-27,472.112,948048.0,306728,215157.0,1.276,1724155190.0,0.156,0.064,10.36,7353714541,9042.0,150.604,30190.75,9.517,2.001,456557,19.088,2016,5
2016-05-31,535.416,866937.0,292466,215122.0,1.215,1116769826.0,0.13,0.0622,11.339,8347298190,6367.0,151.827,30190.75,13.324,1.623,435775,19.81,2016,5
2016-06-01,532.201,839229.0,307193,234241.0,1.539,929754823.0,0.128,0.0618,10.07,8298856934,5354.0,121.691,30190.75,11.149,1.548,450917,19.829,2016,6
2016-06-02,534.594,826756.0,296969,230961.0,1.276,998839950.0,0.135,0.064,10.435,8338093998,5414.0,116.842,30190.75,9.789,1.669,439406,19.576,2016,6
2016-06-03,551.979,832476.0,304099,234527.0,1.429,822002409.0,0.129,0.0642,10.141,8611141989,4555.0,130.044,30190.75,11.149,1.518,443089,19.64,2016,6
2016-06-06,580.536,705374.0,309392,221001.0,1.49,907538925.0,0.137,0.0615,8.471,9062912616,5148.0,148.047,30190.75,11.149,1.213,446221,19.463,2016,6
2016-06-07,579.599,803520.0,318170,230876.0,1.397,988193343.0,0.132,0.0614,10.286,9050746887,5375.0,147.721,30190.75,11.421,1.479,442725,19.467,2016,6
2016-06-08,574.524,802157.0,309831,229789.0,1.462,951443438.0,0.126,0.0618,10.0,8973504802,5002.0,148.887,30190.75,10.333,1.382,432718,19.347,2016,6
2016-06-09,574.28,720538.0,329488,236188.0,1.562,987039082.0,0.129,0.0617,8.727,8971760175,5084.0,160.8,30190.75,10.061,1.275,464860,19.338,2016,6
2016-06-10,573.047,822570.0,316057,228223.0,1.437,1103171341.0,0.133,0.0615,10.0,8954865027,5771.0,171.654,30190.75,9.789,1.447,456051,19.453,2016,6
2016-06-11,579.549,696038.0,290012,213003.0,1.542,913061730.0,0.126,0.0603,9.231,9058554474,5144.0,157.753,30190.75,10.605,1.173,414577,19.426,2016,6
2016-06-13,686.885,915520.0,340273,251193.0,1.885,1569593051.0,0.175,0.0739,8.944,10741437940,7529.0,184.923,30190.75,18.491,1.563,501460,19.274,2016,6
2016-06-14,685.852,955117.0,328933,246697.0,1.56,1325293748.0,0.192,0.103,10.909,10728039297,6559.0,171.5,30190.75,15.5,2.05,474058,19.349,2016,6
2016-06-15,682.671,917067.0,355138,259050.0,1.949,1277023446.0,0.22,0.122,9.474,10680537717,6113.0,169.974,30190.75,13.596,2.148,497380,19.289,2016,6
2016-06-16,734.99,957621.0,358255,267721.0,1.857,1614440592.0,0.226,0.117,9.664,11501872798,7667.0,209.84,30190.75,17.131,2.163,503551,19.183,2016,6
2016-06-17,744.823,930671.0,351130,253603.0,1.944,1605289556.0,0.232,0.119,9.664,11658519372,8138.0,193.031,30190.75,16.587,2.075,509363,19.12,2016,6
2016-06-18,748.164,867645.0,320932,235159.0,2.119,1360150778.0,0.225,0.12,9.114,11713617009,7450.0,159.051,30190.75,14.412,1.757,495933,19.091,2016,6
2016-06-19,753.295,723025.0,302078,218121.0,1.94,1189229337.0,0.218,0.136,8.136,11796923421,6932.0,150.866,30190.75,13.596,1.408,443893,19.04,2016,6
2016-06-20,747.682,780210.0,341587,249170.0,1.862,1522315501.0,0.23,0.135,8.78,11712326841,7932.0,192.185,30190.75,14.412,1.839,469212,19.077,2016,6
2016-06-21,681.946,914827.0,344972,248015.0,1.658,1548114419.0,0.21,0.0962,9.664,10685379671,7825.0,208.464,30190.75,15.5,2.008,518259,19.169,2016,6
2016-06-22,649.939,945561.0,327199,235512.0,1.469,1425769047.0,0.218,0.116,11.163,10186275903,7476.0,233.783,30190.75,14.684,2.388,461509,19.393,2016,6
2016-06-23,588.926,919713.0,340175,241160.0,1.471,1537726813.0,0.184,0.094,10.286,9231949637,7707.0,184.295,30190.75,14.412,2.107,496189,19.276,2016,6
2016-06-24,652.469,942594.0,335486,237496.0,1.591,1533267389.0,0.204,0.113,11.163,10230318989,7672.0,216.648,30190.75,21.21,2.248,469900,19.269,2016,6
2016-06-27,637.878,777125.0,288396,216882.0,1.534,1035725984.0,0.182,0.0957,9.796,10008507423,6372.0,162.682,30190.75,13.596,1.655,404257,19.123,2016,6
2016-06-28,647.563,759950.0,306081,212459.0,1.585,932141489.0,0.178,0.0878,9.73,10162849953,5681.0,161.826,30190.75,12.78,1.554,431494,19.112,2016,6
2016-06-29,633.786,764476.0,294078,223966.0,1.587,877645426.0,0.175,0.0859,9.863,9948974840,5617.0,183.789,30190.75,11.149,1.663,410086,19.181,2016,6
2016-06-30,651.127,797428.0,308116,231810.0,1.564,995713523.0,0.176,0.0883,9.6,10223574118,5846.0,195.127,30190.75,12.509,1.64,442083,19.104,2016,6
2016-07-04,668.624,739244.0,289733,213749.0,1.608,1242596531.0,0.173,0.0852,9.536,10508455195,8120.0,200.473,30190.75,10.772,1.441,441260,19.049,2016,7
2016-07-05,669.77,789077.0,285564,214814.0,1.697,1052637721.0,0.174,0.0867,9.931,10528996251,6395.0,181.323,30190.75,11.316,1.519,426264,19.076,2016,7
2016-07-06,670.711,797465.0,282272,214551.0,1.512,978686263.0,0.174,0.0882,10.286,10546232361,6365.0,170.971,30190.75,11.25,1.567,391335,19.084,2016,7
2016-07-07,640.923,821418.0,281849,215411.0,1.487,1391821840.0,0.168,0.0854,10.511,10080075893,8465.0,178.018,30190.75,11.968,1.624,390884,19.117,2016,7
2016-07-11,646.33,793204.0,285819,217946.0,0.764,939261682.0,0.17,0.0869,10.07,10172943711,6591.0,201.352,30190.75,10.94,3.11,429180,19.24,2016,7
2016-07-12,653.631,775743.0,289119,218891.0,0.78,1021453097.0,0.153,0.0784,10.07,10289039251,6905.0,163.146,30190.75,11.011,2.785,392187,19.24,2016,7
2016-07-13,659.574,819940.0,282826,216374.0,0.739,935077735.0,0.162,0.0886,11.163,10383763482,6865.0,196.125,30190.75,10.701,3.195,362818,19.302,2016,7
2016-07-14,655.688,798355.0,281682,217554.0,0.849,829926530.0,0.173,0.0855,10.213,10323646101,6316.0,188.938,30190.75,10.087,3.161,398175,19.347,2016,7
2016-07-15,658.89,790134.0,282033,215946.0,0.824,1428560625.0,0.169,0.087,10.667,10375223239,10215.0,216.696,30190.75,9.266,3.171,391889,19.359,2016,7
2016-07-18,675.134,819013.0,285513,222687.0,0.805,949529710.0,0.179,0.0915,9.73,10634722743,6891.0,227.995,30190.75,9.266,3.096,424993,19.234,2016,7
2016-07-19,668.951,860706.0,282138,222018.0,0.754,982620651.0,0.186,0.0907,11.25,10538561679,7646.0,238.024,30190.75,10.293,3.724,395388,19.171,2016,7
2016-07-20,667.413,798701.0,289388,227279.0,0.853,994832093.0,0.189,0.0905,9.6,10515412802,7209.0,210.515,30190.75,9.473,3.312,397145,19.233,2016,7
2016-07-21,662.495,809190.0,277580,217473.0,0.789,934640906.0,0.184,0.0907,10.827,10439159647,6719.0,234.571,30190.75,8.957,3.509,413155,19.241,2016,7
2016-07-22,659.521,863906.0,285242,221275.0,0.777,985765634.0,0.194,0.104,11.163,10393391222,7212.0,247.283,30190.75,9.06,3.888,406649,19.3,2016,7
2016-07-25,656.119,909912.0,304986,239584.0,0.795,782737114.0,0.191,0.104,10.992,10342929594,5283.0,207.107,30190.75,9.266,4.086,442602,19.321,2016,7
2016-07-26,651.943,922964.0,306672,237544.0,0.799,1081556485.0,0.194,0.103,11.163,10278167804,6337.0,229.058,30190.75,9.951,4.208,445910,19.336,2016,7
2016-07-27,652.979,921705.0,298171,235475.0,0.808,1156462939.0,0.208,0.113,11.25,10295562530,6971.0,239.752,30190.75,10.293,4.475,427092,19.307,2016,7
2016-07-28,654.826,875161.0,300770,234727.0,0.83,1065131519.0,0.2,0.105,10.588,10325726358,6935.0,231.0,30190.75,8.652,4.045,422943,19.245,2016,7
2016-07-29,655.218,822289.0,285739,231267.0,0.816,959699567.0,0.205,0.113,9.796,10333025242,6057.0,261.94,30190.75,8.924,3.786,113337,19.244,2016,7
2016-08-01,620.444,814100.0,297435,224896.0,0.793,738715349.0,0.202,0.112,9.412,9787886474,4759.0,209.399,30190.75,9.906,3.688,447337,19.093,2016,8
2016-08-02,595.245,859259.0,322032,250944.0,0.707,1511811162.0,0.193,0.119,9.351,9391485032,8385.0,270.347,30190.75,11.764,4.059,470680,19.126,2016,8
2016-08-03,552.184,790970.0,313210,241616.0,0.754,838752182.0,0.173,0.099,8.675,8713151821,5732.0,217.449,30190.75,20.639,3.521,447802,19.035,2016,8
2016-08-04,572.822,780660.0,300089,231682.0,0.72,1222587226.0,0.172,0.104,9.412,9040006079,7424.0,209.275,30190.75,14.241,3.511,437325,19.005,2016,8
2016-08-05,573.026,700963.0,299098,228075.0,0.763,946683575.0,0.187,0.0942,8.521,9044317298,5752.0,186.638,30190.75,11.145,3.411,418707,18.952,2016,8
2016-08-08,589.032,839163.0,303025,235147.0,0.785,656253005.0,0.217,0.11,9.73,9300512555,4933.0,182.989,30190.75,10.113,4.467,469541,19.28,2016,8
2016-08-09,586.113,880452.0,306931,231276.0,0.648,920698003.0,0.188,0.113,11.613,9255504750,5678.0,205.026,30190.75,9.287,4.576,430639,19.242,2016,8
2016-08-10,589.594,834539.0,319379,244589.0,0.795,910509059.0,0.182,0.113,9.536,9311388536,5238.0,175.258,30190.75,8.875,3.85,488493,19.084,2016,8
2016-08-11,592.19,860390.0,330506,254365.0,0.835,784485327.0,0.186,0.118,9.6,9353505372,5245.0,177.694,30190.75,9.081,4.091,463192,18.821,2016,8
2016-08-12,586.987,805191.0,307572,232824.0,0.744,828930539.0,0.178,0.107,9.664,9272427365,4847.0,215.464,30190.75,8.462,3.662,437955,18.774,2016,8
2016-08-13,586.74,665032.0,274992,214406.0,0.752,608757705.0,0.172,0.0987,8.834,9269606268,5602.0,210.047,30190.75,8.875,2.99,410826,18.771,2016,8
2016-08-16,571.996,919992.0,336091,254296.0,0.691,1048494190.0,0.187,0.112,10.667,9040057860,6221.0,200.447,30190.75,8.462,4.695,493590,18.751,2016,8
2016-08-17,574.509,949718.0,322568,237880.0,0.672,807356243.0,0.178,0.104,11.707,9080745735,4826.0,177.838,30190.75,9.287,4.578,466782,18.726,2016,8
2016-08-18,573.871,798776.0,320596,239387.0,0.757,972277893.0,0.183,0.104,9.351,9071543869,5576.0,189.454,30190.75,8.875,3.823,429466,18.708,2016,8
2016-08-19,574.592,790719.0,318964,245941.0,0.715,856252373.0,0.189,0.115,9.351,9084044659,5549.0,214.331,30190.75,8.668,4.031,425432,18.692,2016,8
2016-08-22,582.629,784796.0,311918,228215.0,0.683,947533423.0,0.168,0.099,9.114,9214533964,5062.0,174.672,30190.75,9.081,3.225,459903,18.531,2016,8
2016-08-23,584.169,828889.0,315492,238874.0,0.663,1010822720.0,0.165,0.106,9.796,9240042736,5109.0,167.68,30190.75,9.494,3.553,452155,18.516,2016,8
2016-08-24,580.74,756206.0,311175,234978.0,0.722,1043118540.0,0.16,0.105,9.474,9186878275,5262.0,156.385,30190.75,9.287,3.291,466246,18.616,2016,8
2016-08-25,575.66,867973.0,305390,233879.0,0.613,990564004.0,0.159,0.107,11.077,9107605032,5246.0,186.958,30190.75,8.668,3.826,401522,18.614,2016,8
2016-08-26,578.283,844329.0,303177,226635.0,0.702,989798943.0,0.159,0.105,10.909,9150048406,5336.0,183.798,30190.75,8.462,3.649,414477,18.618,2016,8
2016-08-29,574.891,808839.0,296549,225133.0,0.629,744219660.0,0.164,0.101,9.664,9099453426,4373.0,182.76,30190.75,8.668,3.343,449032,18.614,2016,8
2016-08-30,576.744,783145.0,339407,251838.0,0.75,744202679.0,0.155,0.104,8.78,9129861311,4186.0,177.927,30190.75,8.462,3.196,471368,18.521,2016,8
2016-08-31,574.462,834663.0,309550,225226.0,0.631,795092143.0,0.159,0.0909,10.746,9094908334,4545.0,173.26,30190.75,8.255,3.598,447987,18.317,2016,8
2016-09-01,573.069,849162.0,316754,237326.0,0.68,753339996.0,0.153,0.103,10.286,9073809835,4314.0,196.9,30190.75,9.494,3.503,426749,18.447,2016,9
2016-09-02,573.174,726568.0,306405,225703.0,0.678,673237407.0,0.146,0.093,9.412,9076480666,4046.0,193.185,30190.75,8.255,2.913,433829,18.478,2016,9
2016-09-05,605.63,880216.0,314366,227543.0,0.623,805004180.0,0.168,0.0958,10.286,9593904837,4556.0,173.391,30190.75,8.875,3.48,465896,18.536,2016,9
2016-09-06,606.793,866867.0,320591,231982.0,0.71,738757000.0,0.159,0.0951,10.588,9613392071,4183.0,152.855,30190.75,8.462,3.447,461272,18.572,2016,9
2016-09-07,610.021,809249.0,328621,250657.0,0.736,727500461.0,0.155,0.0957,9.474,9665570335,3898.0,155.766,30190.75,9.287,3.249,476591,18.623,2016,9
2016-09-08,621.285,814024.0,314918,226862.0,0.712,753060027.0,0.163,0.0932,10.0,9845222854,4450.0,154.51,30190.75,10.113,3.207,432427,18.641,2016,9
2016-09-09,622.603,812951.0,306443,220392.0,0.732,836357374.0,0.179,0.108,10.141,9867233787,4972.0,181.137,30190.75,9.7,3.449,428543,18.61,2016,9
2016-09-13,609.126,780788.0,326363,239721.0,0.749,793125942.0,0.173,0.11,8.727,9658397690,5059.0,186.404,30190.75,9.494,3.196,473180,18.613,2016,9
2016-09-14,610.447,764124.0,314978,231644.0,0.671,730269493.0,0.164,0.0916,9.231,9680588638,4996.0,170.773,30190.75,8.462,3.101,432043,18.589,2016,9
2016-09-15,609.706,752896.0,316561,233334.0,0.699,630192888.0,0.156,0.0965,9.351,9670033653,4083.0,171.669,30190.75,9.494,3.01,427832,18.582,2016,9
2016-09-17,607.443,754301.0,308136,215366.0,0.737,514858612.0,0.163,0.0952,8.834,9636372408,4156.0,132.176,30190.75,8.875,2.753,455846,18.588,2016,9
2016-09-19,609.926,834958.0,308397,223407.0,0.67,676892913.0,0.181,0.109,10.827,9678108452,5660.0,185.278,30190.75,8.875,3.827,425006,18.614,2016,9
